TRN DATE,TRN/TYPE AND DESCRIPTION,C/V/DATE,DEBIT,CREDIT,BALANCE
24/07/2025,"756-901-42585 M/S SIRAJ TRADE, RANGAMATI BRANCH (0756 901 42585) OL 1",24/07/2025,,"250,000.00","4,988,258.00"
24/07/2025,"PIAPP, OWN BANK MODENA POLTE. A/C: 370***576, MODINA POULTRY FEEDS. Trx.ID2025072424-2-400982 OL 1",24/07/2025,,"80,000.00","5,068,258.00"
24/07/2025,"PIAPP, OWN BANK MODENA POLTE. A/C: 370***576, MODINA POULTRY FEEDS. Trx.ID2025072424-2-402026 OL 1",24/07/2025,,"40,000.00","5,108,258.00"
24/07/2025,"PIAPP, OWN BANK HIZLA. A/C: 110***015, M/S MAMUN TRADERS. Trx.ID 2025072424-2-404170 OL 1",24/07/2025,,"12,000.00","5,120,258.00"
24/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C:281*,**207, M/S AYMONA POULTRY FEED& CHICKS. Trx.ID 2025072424-2-411581 OL 1",24/07/2025,,"47,000.00","5,167,258.00"
24/07/2025,CR SND 1159 T 11,24/07/2025,"5,162,000.00",,"5,258.00"
24/07/2025,"2454-909-0, BAZAR ROAD BRANCH (LITON) OL1",24/07/2025,,"254,000.00","259,258.00"
24/07/2025,"PIAPP, OWN BANK ANOWAR POULTRYCHHAGALNIYA. A/C: 230***220, ANWARPOULTRY AND FEEDS COMPLEX. Trx.ID",24/07/2025,,"100,000.00","359,258.00"
24/07/2025,"2454-909-0, BAZAR ROAD BRANCH (LITON) OL1",24/07/2025,,"100,000.00","459,258.00"
24/07/2025,"PIAPP, OWN BANK HABIB VARIETIES STO.A/C: 102***515, HABIB VARIETIES STORE.Trx.ID 2025072424-2-425030 OL 1",24/07/2025,,"5,000.00","464,258.00"
24/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 316***126, MONOWARA CHICKS & FEEDCENTER. Trx.ID 2025072424-2-432907 OL 1",24/07/2025,,"75,000.00","539,258.00"
24/07/2025,"PIAPP, OWN BANK KHUL022. A/C: 587***232, M/S S A INTERNATIONAL. Trx.ID2025072424-2-443578 OL 1",24/07/2025,,"20,000.00","559,258.00"
24/07/2025,"PIAPP, OWN BANK KHUL022. A/C: 587***232, M/S S A INTERNATIONAL. Trx.ID2025072424-2-463947 OL 1",24/07/2025,,"30,000.00","589,258.00"
24/07/2025,"PIAPP, OWN BANK MASTER POULTRY. A/C:030*,**626, MASTAR POULTRY FEED& CHICKS. Trx.ID 2025072424-2-513859 OL 1",24/07/2025,,"200,000.00","789,258.00"
24/07/2025,"PIAPP, OWN BANK ALOM42944. A/C: 372***576, MASRURA POULTRY FEED. Trx.ID2025072424-2-514100 OL 1",24/07/2025,,"130,880.00","920,138.00"
24/07/2025,"PIAPP, OWN BANK AL MODINA HARTA. A/C:245*,**192, AL MODINA FISH ANDPOULTRY FARM. Trx.ID 2025072424-2-540949",24/07/2025,,"35,900.00","956,038.00"
24/07/2025,"PIAPP, OWN BANK N S POULTRY. A/C: 407***186, M/S, N S POULTRY & FISH FEED.Trx.ID 2025072424-2-581779 OL 1",24/07/2025,,"23,000.00","979,038.00"
24/07/2025,"PIAPP, OWN BANK SAHAB. A/C: 104***683, M/S. ENAM TRADERS. Trx.ID 2025072424-2-597913 OL 1",24/07/2025,,"80,000.00","1,059,038.00"
24/07/2025,"PIAPP, OWN BANK CHICKS. A/C: 139***698, G. K. DAIRY & AGRO. Trx.ID2025072424-2-675631 OL 1",24/07/2025,,"11,000.00","1,070,038.00"
24/07/2025,INTERBANK FUND TRANSFER IFIC BANKLIMITED 4169492035001 0,24/07/2025,,"20,400.00","1,090,438.00"
24/07/2025,"PIAPP, OWN BANK ALOM42944. A/C: 372***576, MASRURA POULTRY FEED. Trx.ID2025072424-2-699575 OL 1",24/07/2025,,"54,400.00","1,144,838.00"
26/07/2025,"PIAPP, OWN BANK CHICKS ADJUST 150 K.A/C: 442***979, M/S SHAHED POULTRYFARM. Trx.ID 2025072625-2-319913 OL 1",26/07/2025,,"30,000.00","1,174,838.00"
26/07/2025,"PIAPP, OWN BANK MESEARS SARKAR LEYARFARM. A/C: 438***617, BABU TELECOM &AUTOS. Trx.ID 2025072626-2-666772 OL 1",26/07/2025,,"11,200.00","1,186,038.00"
26/07/2025,"PIAPP, OWN BANK KAZI FIRMS. A/C: 335***230, TASMIN POULTRY. Trx.ID 2025072626-2-685409 OL 1",26/07/2025,,"37,000.00","1,223,038.00"
26/07/2025,"PIAPP, OWN BANK ADNAN POULTRY. A/C:118*,**611, MD. ABUL HUSSAIN. Trx.ID2025072626-2-714357 OL 1",26/07/2025,,"58,000.00","1,281,038.00"
26/07/2025,"PIAPP, OWN BANK NEW NOOR KHULNA. A/C: 285*.***.**023, NEW NOOR POULTRY & FISH FEED COMPLEX. Trx.ID 2025072626-2-729835",26/07/2025,,"11,400.00","1,292,438.00"
26/07/2025,"PIAPP, OWN BANK NEW NOOR KHULNA. A/C: 285*.***.**023, NEW NOOR POULTRY & FISH FEED COMPLEX. Trx.ID 2025072626-2-730671",26/07/2025,,"5,200.00","1,297,638.00"
26/07/2025,ATM FUND TRANSFER 5861 PRAMANIK POULTRY AND FEED CENTER 1144,26/07/2025,,"51,000.00","1,348,638.00"
26/07/2025,ATM FUND TRANSFER 1961 BILLAL HOSSAIN 8686,26/07/2025,,"45,000.00","1,393,638.00"
26/07/2025,"PIAPP, OWN BANK FOR CHICKS. A/C: 175*.***.**720, ANISHA POULTRY PRODUCT. Trx.ID 2025072626-2-761733 OL 1",26/07/2025,,"43,200.00","1,436,838.00"
26/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 169*.***.**716, M/S ALAK TRADERS. Trx.ID 2025072626-2-795616 OL 1",26/07/2025,,"24,800.00","1,461,638.00"
26/07/2025,"PIAPP, OWN BANK BOILAR CHICKS. A/C: 463*.***.**298, REKHA VETERINARY CORNER. Trx.ID 2025072626-2-823054 OL 1",26/07/2025,,"100,000.00","1,561,638.00"
26/07/2025,"PIAPP, OWN BANK ALOM42944. A/C: 372*.***.**576, MASRURA POULTRY FEED. Trx.ID 2025072626-2-886664 OL 1",26/07/2025,,"71,040.00","1,632,678.00"
26/07/2025,"PIAPP, OWN BANK 01715293414. A/C: 190*.***.**621, ALI UZZAMAN. Trx.ID 2025072626-2-901584 OL 1",26/07/2025,,"22,000.00","1,654,678.00"
26/07/2025,"PIAPP, OWN BANK LM 500 14. A/C: 380*.***.**137, A. F. FISH FEED AND GOAT FIRM. Trx.ID 2025072626-2-925132 OL 1",26/07/2025,,"7,000.00","1,661,678.00"
27/07/2025,"1674-909-0, BABUGONJ BRANCH OL 1",27/07/2025,,"7,800.00","1,669,478.00"
27/07/2025,"PIAPP, OWN BANK POULTRY CHECKS. A/C: 138*.***.**908, M/S RANGDHONU POULTRY FEED AND MEDICINE. Trx.ID 2025072727-2",27/07/2025,,"61,100.00","1,730,578.00"
27/07/2025,"4924-909-0, MONIRAMPUR BRANCH OL 1",27/07/2025,,"20,000.00","1,750,578.00"
27/07/2025,"PIAPP, OWN BANK KANCHON MIA POULTRY. A/C: 339*.***.**965, M/S KANCHON MIA POULTRY FEED. Trx.ID 2025072727-2-139164",27/07/2025,,"41,600.00","1,792,178.00"
27/07/2025,"3460-901-8469 SHAHI ENTERPRISE, PATHRAIL BAZAR BRANCH OL 1",27/07/2025,,"6,000.00","1,798,178.00"
27/07/2025,"4457-901-6599 M/S S. R. TRADE, SUBIDKHALI (RUR BRANCH OL 1",27/07/2025,,"15,500.00","1,813,678.00"
27/07/2025,"5513-909-0, SACHNA BAZAR SU BRANCH OL 1",27/07/2025,,"60,000.00","1,873,678.00"
27/07/2025,"1181-901-15460 FULECHA POULTR, NABIGONJ BRANCH OL 1",27/07/2025,,"21,600.00","1,895,278.00"
27/07/2025,"1605-901-28040 M/S SHIHAB TRAD, THAKURGAON BRANCH OL 1",27/07/2025,,"100,000.00","1,995,278.00"
27/07/2025,"PIAPP, OWN BANK SALIM. A/C: 101*.***.**296, M/S TAMIZ AGRO FARM. Trx.ID 2025072727-2-186683 OL 1",27/07/2025,,"16,000.00","2,011,278.00"
27/07/2025,"2178-909-0, THAKURGAON ROAD BRANCH OL 1",27/07/2025,,"26,000.00","2,037,278.00"
27/07/2025,"2178-901-17240 M/S AWUL POULTR, THAKURGAON ROAD BRANCH OL 1",27/07/2025,,"50,000.00","2,087,278.00"
27/07/2025,"4240-901-819 RUPALI POULTRY, RAJAR BAZAR BRANCH OL 1",27/07/2025,,"70,000.00","2,157,278.00"
27/07/2025,"2568-909-0, BANGODDA BAZAR BRANCH OL 1",27/07/2025,,"51,920.00","2,209,198.00"
27/07/2025,"4266-909-0, PHULTALA BRANCH OL 1",27/07/2025,,"6,000.00","2,215,198.00"
27/07/2025,"1674-909-0, BABUGONJ BRANCH OL 1",27/07/2025,,"10,800.00","2,225,998.00"
27/07/2025,INTERBANK FUND TRANSFER NRB COMMERCIAL BANK LIMITED 511233300003209 0,27/07/2025,,"50,000.00","2,275,998.00"
27/07/2025,"4014-909-0, NALCITY BRANCH OL 1",27/07/2025,,"40,000.00","2,315,998.00"
27/07/2025,"4993-909-0, BSCIC BRANCH OL 1",27/07/2025,,"15,000.00","2,330,998.00"
27/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 397*-***- ***467, M/S J R POULTRY FARM. Trx.ID 2025072727-2-231727 OL 1",27/07/2025,,"23,000.00","2,353,998.00"
27/07/2025,"PIAPP, OWN BANK HHHHH. A/C: 487*-***- ***036, MAISHA POULTRY FEED. Trx.ID 2025072727-2-235154 OL 1",27/07/2025,,"70,000.00","2,423,998.00"
27/07/2025,"PIAPP, OWN BANK FEED. A/C: 139*-***-***698, G. K. DAIRY & AGRO. Trx.ID 2025072727-2- 250244 OL 1",27/07/2025,,"69,000.00","2,492,998.00"
27/07/2025,"2340-901-9721 MAKKA MADINA AG, MADUNAGHAT BRANCH (DR. FROM CD-9721) OL 1",27/07/2025,,"100,000.00","2,592,998.00"
27/07/2025,"PIAPP, OWN BANK SALAM. A/C: 307*-***-***204, SALAM POULTRY & FEED. Trx.ID 2025072727- 2-262736 OL 1",27/07/2025,,"22,400.00","2,615,398.00"
27/07/2025,"122-901-31324 M/S SAFA TRADER, ISHURDI BRANCH OL 1",27/07/2025,,"540,000.00","3,155,398.00"
27/07/2025,"PIAPP, OWN BANK CHICK. A/C: 443*-***-***793, SATOTA POULTRY FEED. Trx.ID 2025072727- 2-269121 OL 1",27/07/2025,,"85,000.00","3,240,398.00"
27/07/2025,"2653-901-24910 M/S. SALIM POUL, MOULVIBAZAR BRANCH OL 1",27/07/2025,,"200,000.00","3,440,398.00"
27/07/2025,"2600-901-15730 SOHEL POULTRY, LOHAGARA BRANCH (FROM CD-15730) OL 1",27/07/2025,,"1,000,000.00","4,440,398.00"
27/07/2025,"191-909-0, JOYPURHAT BRANCH OL 1",27/07/2025,,"5,400.00","4,445,798.00"
27/07/2025,"1961-901-16390 M/S ADORSHA POU, JURI BRANCH OL 1",27/07/2025,,"95,000.00","4,540,798.00"
27/07/2025,"4075-901-4303 M/S RAHIM ENTER, NANDINA BAZAR BRANCH OL 1",27/07/2025,,"20,000.00","4,560,798.00"
27/07/2025,"4985-901-2093 M/S ANNYE ENTER, BHULTA BRANCH OL 1",27/07/2025,,"55,500.00","4,616,298.00"
27/07/2025,"4680-901-6066 SABIHA ENTERPRI, KALAROA BRANCH OL 1",24/07/2025,,"40,000.00","4,656,298.00"
27/07/2025,"PIAPP, OWN BANK MAA ENTERPRISE. A/C: 223*-***-***044, MAA ENTERPRISE. Trx.ID 2025072727-2-285258 OL 1",27/07/2025,,"13,000.00","4,669,298.00"
27/07/2025,"4362-901-14288 M/S TALUKDER P, GALACHIPA BRANCH OL 1",27/07/2025,,"100,000.00","4,769,298.00"
27/07/2025,"PIAPP, OWN BANK MIM POULTRY CORNER CHICKS DEPOSIT. A/C: 158*-***-***244, M/S MIM POULTRY CORNER. Trx.ID 2025072727-2",27/07/2025,,"100,000.00","4,869,298.00"
27/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 469*-***- ***956, M/S APON ENTERPRISE. Trx.ID 2025072727-2-292352 OL 1",27/07/2025,,"35,000.00","4,904,298.00"
27/07/2025,"PIAPP, OWN BANK BUE PAYMENT. A/C: 164*- ***-***900, EVA POULTRY AND FISH FEED. Trx.ID 2025072727-2-296454 OL 1",27/07/2025,,"10,880.00","4,915,178.00"
27/07/2025,"2454-909-0, BAZAR ROAD BRANCH (NAYEM) OL 1",27/07/2025,,"352,000.00","5,267,178.00"
27/07/2025,"2454-909-0, BAZAR ROAD BRANCH (NAYEM) OL 1",27/07/2025,,"50,000.00","5,317,178.00"
27/07/2025,"3502-902-240 M/S SHAWON ENTE, GUNINGONJ BRANCH OL 1",27/07/2025,,"30,400.00","5,347,578.00"
27/07/2025,"RTGS INWARD FROM GANGACHARAN DAS, Janata Bank Ltd. - Markuli Branch, RTGS Sender: 0100273634414, GANGACHARAN DAS RTGS",27/07/2025,,"100,620.00","5,448,198.00"
27/07/2025,"4518-901-12024 HASANIA ENTERPR, CHUKNAGAR(RURAL BRANCH (FROM- CD- 12024) OL 1",27/07/2025,,"50,000.00","5,498,198.00"
27/07/2025,"3590-901-11533 SHUVECCHA POULT, KADAMTALI BRANCH OL 1",27/07/2025,,"39,000.00","5,537,198.00"
27/07/2025,"4518-901-12024 HASANIA ENTERPR, CHUKNAGAR(RURAL BRANCH (FROM- CD- 12024) OL 1",27/07/2025,,"2,000.00","5,539,198.00"
27/07/2025,"860-901-48176 M/S AKON POULTR, PATUAKHALI BRANCH (CD-48176) OL 1",27/07/2025,,"400,000.00","5,939,198.00"
27/07/2025,"3900-909-0, CHAKORIA BRANCH (OL) OL 1",27/07/2025,,"2,100.00","5,941,298.00"
27/07/2025,"5696-909-0, BIRAMPUR BRANCH (MEHEDI HASAN) OL 1",27/07/2025,,"50,000.00","5,991,298.00"
27/07/2025,"PIAPP, OWN BANK BUSINESS, A/C: 041*--***- **978, PRINCE AGRO. Trx.ID 2025072727-2- 315292 OL 1",27/07/2025,,"30,000.00","6,021,298.00"
27/07/2025,"3842-901-1770 SHAMIM STORE, GACHHBARI BRANCH OL 1",27/07/2025,,"50,000.00","6,071,298.00"
27/07/2025,"4431-909-0, PATKELGHATA (RU BRANCH OL 1",27/07/2025,,"60,000.00","6,131,298.00"
27/07/2025,"PIAPP, OWN BANK ADNAN POULTRY. A/C: 118*--***-**611, MD. ABUL HUSSAIN. Trx.ID 2025072727-2-320670 OL 1",27/07/2025,,"33,600.00","6,164,898.00"
27/07/2025,"PIAPP, OWN BANK KAZI CHICKS. A/C: 140*--***- **901, M/S ORIN TRADERS. Trx.ID 2025072727- 2-322881 OL 1",27/07/2025,,"300,000.00","6,464,898.00"
27/07/2025,"PIAPP, OWN BANK AIDEL. A/C: 265*--***-**866, BISHMILLAH POULTRY CHICKS & FEED. Trx.ID 2025072727-2-324437 OL 1",27/07/2025,,"100,000.00","6,564,898.00"
27/07/2025,"PIAPP, OWN BANK FOR CHICKS. A/C: 175*--***- **720, ANISHA POULTRY PRODUCT. Trx.ID 2025072727-2-325149 OL 1",27/07/2025,,"53,700.00","6,618,598.00"
27/07/2025,"4940-901-7936 M/S TAHSIN TABA, KUMARKHALI BRANCH OL 1",27/07/2025,,"54,000.00","6,672,598.00"
27/07/2025,"1138-901-23943 M/S MA-MONI POU, KALAIYA BANDAR BRANCH OL 1",27/07/2025,,"25,000.00","6,697,598.00"
27/07/2025,"4266-901-9717 M/S FAISAL POUL, PHULTALA BRANCH OL 1",27/07/2025,,"9,000.00","6,706,598.00"
27/07/2025,"2412-901-32555 M/S FORHAD TRAD, DAULATPUR BRANCH OL 1",27/07/2025,,"42,500.00","6,749,098.00"
27/07/2025,"PIAPP, OWN BANK JAHIDUR RAHMAN RINKU. A/C: 221*--***-**747, M/S D. M. TRADERS. Trx.ID 2025072727-2-334009 OL 1",27/07/2025,,"5,000.00","6,754,098.00"
27/07/2025,"5720-909-0, TEKERHAT BRANCH OL 1",27/07/2025,,"20,000.00","6,774,098.00"
27/07/2025,"PIAPP, OWN BANK BUSNE. A/C: 463*--***-**660, M/S MONNI POULTRY FEED & MEDICINE. Trx.ID 2025072727-2-335607 OL 1",27/07/2025,,"200,000.00","6,974,098.00"
27/07/2025,1640-901-65064 20250727-500012-1 B 3,27/07/2025,,"100,000.00","7,074,098.00"
27/07/2025,"3590-901-5811 SYLHET POULTRY, KADAMTALI BRANCH OL 1",27/07/2025,,"40,000.00","7,114,098.00"
27/07/2025,"1008-901-10378 RAHI POULTRY FE, TAJPUR BRANCH (OL) OL 1",27/07/2025,,"34,000.00","7,148,098.00"
27/07/2025,939-901-41774 KAZI FARMS LIMI OL 1,27/07/2025,,"300,000.00","7,448,098.00"
27/07/2025,939-901-41774 KAZI FARMS LIMI OL 1,27/07/2025,,"100,000.00","7,548,098.00"
27/07/2025,"PIAPP, OWN BANK BUSINESS, A/C: 473*-***- **576, A R SHADHIN POULTRY FEED. Trx.ID 2025072727-2-342547 OL 1",27/07/2025,,"26,000.00","7,574,098.00"
27/07/2025,"3616-901-16257 RIFAT POULTRY F, CHOWMUHANA BRANCH OL 1",27/07/2025,,"50,000.00","7,624,098.00"
27/07/2025,"PIAPP, OWN BANK SIXTY THOUSAND ONLY. A/C: 372*-***-***000, BOSHRA POULTRY AND FISH FEED. Trx.ID 2025072727-2-344854 OL 1",27/07/2025,,"60,000.00","7,684,098.00"
27/07/2025,"1900-909-0, GOPALGONJ BRANCH OL 1",27/07/2025,,"100,000.00","7,784,098.00"
27/07/2025,"4725-901-7810 M/S FAHAD POULT, RAIPURA BRANCH OL 1",27/07/2025,,"55,000.00","7,839,098.00"
27/07/2025,"PIAPP, OWN BANK NIJAM, A/C: 192*-***-***434, JANNAT POULTRY FEED & CHICKS CENTER. Trx.ID 2025072727-2-350512 OL 1",27/07/2025,,"150,000.00","7,989,098.00"
27/07/2025,"PIAPP, OWN BANK KAZI FIRMS, A/C: 335*-***- **230, TASMIN POULTRY. Trx.ID 2025072727-2- 351043 OL 1",27/07/2025,,"19,000.00","8,008,098.00"
27/07/2025,"PIAPP, OWN BANK AL MODINA HARTA, A/C: 245*-***,***192, AL MODINA FISH AND POULTRY FARM. Trx.ID 2025072727-2-351076",27/07/2025,,"116,000.00","8,124,098.00"
27/07/2025,"PIAPP, OWN BANK ANOWAR POULTRY CHHAGALNIYA, A/C: 230*-***-***220, ANWAR POULTRY AND FEEDS COMPLEX. Trx.ID",27/07/2025,,"200,000.00","8,324,098.00"
27/07/2025,"756-901-42585 M/S SIRAJ TRADE, RANGAMATI BRANCH OL 1",27/07/2025,,"200,000.00","8,524,098.00"
27/07/2025,"1682-901-23924 M/S MAA POULTRY, MADAN BRANCH OL 1",27/07/2025,,"40,000.00","8,564,098.00"
27/07/2025,"PIAPP, OWN BANK MA BABAR DOA POULTRY JAMAL PUR NANDI, A/C: 407*-***-***421, MA BABAR DOWA POULTRY & FISH FEED. Trx.ID",27/07/2025,,"100,000.00","8,664,098.00"
27/07/2025,"PIAPP, OWN BANK CHICK, A/C: 037*-***-***509, M/S AKON TRADERS. Trx.ID 2025072727-2- 371200 OL 1",27/07/2025,,"30,000.00","8,694,098.00"
27/07/2025,"PIAPP, OWN BANK FAHAD RAHMAN, A/C: 442*- ***-***837, FAHAD RAHMAN. Trx.ID 2025072727-2-372508 OL 1",27/07/2025,,"34,000.00","8,728,098.00"
27/07/2025,"4518-901-15577 M/S BISWAS POUL, CHUKNAGAR(RURAL BRANCH (FROM-CD-15577) OL 1",27/07/2025,,"180,000.00","8,908,098.00"
27/07/2025,"4518-901-15577 M/S BISWAS POUL, CHUKNAGAR(RURAL BRANCH (FROM-CD-15577) OL 1",27/07/2025,,"21,870.00","8,929,968.00"
27/07/2025,"PIAPP, OWN BANK KAZIBHJ, A/C: 389*-***- ***337, SHAHJALAL PROTEIN HOUSE & MEDICINE. Trx.ID 2025072727-2-383146 OL 1",27/07/2025,,"26,400.00","8,956,368.00"
27/07/2025,"PIAPP, OWN BANK 144, A/C: 372*-***-***491, ZIHAD POULTRY & FISH FEED. Trx.ID 2025072727-2-390207 OL 1",27/07/2025,,"11,500.00","8,967,868.00"
27/07/2025,"626-901-30855 LOKNATH POULTRY, SREEMONGAL BRANCH OL 1",27/07/2025,,"65,000.00","9,032,868.00"
27/07/2025,CR SND 1159 T 11,27/07/2025,"9,027,000.00",,"5,868.00"
27/07/2025,"PIAPP, OWN BANK APPLE. A/C: 148*.*.*.*744, ABDULLAH POULTY. Trx.ID 2025072727-2-499134 OL 1",27/07/2025,,"7,560.00","13,428.00"
27/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 495*.*.*358, M/S LOVANA POULTRY FEED. Trx.ID 2025072727-2-506326 OL 1",27/07/2025,,"36,890.00","50,318.00"
27/07/2025,"PIAPP, OWN BANK ALOM42944. A/C: 372*.*.*576, MASRURA POULTRY FEED. Trx.ID 2025072727-2-553319 OL 1",27/07/2025,,"78,840.00","129,158.00"
27/07/2025,"PIAPP, OWN BANK FEED. A/C: 253*.*.*700, BATEN POULTRY. Trx.ID 2025072727-2-595967 OL 1",27/07/2025,,"30,000.00","159,158.00"
27/07/2025,"PIAPP, OWN BANK BACHA. A/C: 463*.*.*.*813, M/S SHAH POULTRY FEED AND MEDICINE. Trx.ID 2025072727-2-614291 OL 1",27/07/2025,,"100,000.00","259,158.00"
27/07/2025,"PIAPP, OWN BANK MUMIN. A/C: 101*.*.*938, MUMIN STORE. Trx.ID 2025072727-2-628491 OL 1",27/07/2025,,"12,800.00","271,958.00"
27/07/2025,"PIAPP, OWN BANK BOILAR CHICKS. A/C: 463*.*.*298, REKHA VETERINARY CORNER. Trx.ID 2025072727-2-665817 OL 1",27/07/2025,,"70,000.00","341,958.00"
28/07/2025,"PIAPP, OWN BANK ROSS 800 AMDAT 1150 SHAWKAT 22. A/C: 380*.*.*137, A. F. FISH FEED AND GOAT FIRM. Trx.ID 2025072828-2",28/07/2025,,"40,000.00","381,958.00"
28/07/2025,"470-902-1646 NABANNA TRADERS, TANGAIL MAIN BRANCH OL 1",28/07/2025,,"20,000.00","401,958.00"
28/07/2025,"470-902-1646 NABANNA TRADERS, TANGAIL MAIN BRANCH OL 1",28/07/2025,,"60,000.00","461,958.00"
28/07/2025,"EFT - BANGLADESH KRISHI BA, CHICK, COMP. - BEPARI BOHUMUKH TRXID.: 20250728-8-128174 EFTN 1",28/07/2025,,"40,000.00","501,958.00"
28/07/2025,"EFT - BANGLADESH KRISHI BA, BUSINESS, COMP. - ZIKRA ENTERPRISE TRXID.: 20250728-8-140988 EFTN 1",28/07/2025,,"60,000.00","561,958.00"
28/07/2025,"2239-901-19728 M/S FAHIMA POUL, TEBUNIA BRANCH OL 1",28/07/2025,,"27,000.00","588,958.00"
28/07/2025,"1162-901-28247 M/S KAKON POULT, SINGAIR BRANCH (TFR FROM CA 28247) OL 1",28/07/2025,,"200,000.00","788,958.00"
28/07/2025,"504-901-20145 M/S EMU TRADERS, JAMALGONJ BRANCH OL 1",28/07/2025,,"11,220.00","800,178.00"
28/07/2025,"1016-909-0, UKHIYA BRANCH (A GAFUR) OL 1",28/07/2025,,"100,500.00","900,678.00"
28/07/2025,"4197-909-0, SITAKUNDA SME BRANCH OL 1",28/07/2025,,"30,000.00","930,678.00"
28/07/2025,"4014-901-9573 M/S MRIDHA POUL, NALCITY BRANCH OL 1",28/07/2025,,"300,000.00","1,230,678.00"
28/07/2025,"4240-901-819 RUPALI POULTRY, RAJAR BAZAR BRANCH OL 1",28/07/2025,,"120,000.00","1,350,678.00"
28/07/2025,"1536-909-0, DOLLAI NOWABPUR BRANCH OL 1",28/07/2025,,"24,000.00","1,374,678.00"
28/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 142*.*.*405, M/S FEED CENTER. Trx.ID 2025072828-2-222058 OL 1",28/07/2025,,"45,000.00","1,419,678.00"
28/07/2025,"PIAPP, OWN BANK NEW NOOR KHULNA. A/C: 285*.*.*023, NEW NOOR POULTRY & FISH FEED COMPLEX. Trx.ID 2025072828-2-225112",28/07/2025,,"57,000.00","1,476,678.00"
28/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 049*.*.*957, AL KARIM POULTRY PRODUCTS. Trx.ID 2025072828-2-225947 OL 1",28/07/2025,,"15,000.00","1,491,678.00"
28/07/2025,"2653-901-24910 M/S. SALIM POUL, MOULVIBAZAR BRANCH OL 1",28/07/2025,,"120,000.00","1,611,678.00"
28/07/2025,"2247-901-3709 JILANI POURTY F, NANUPUR BRANCH OL 1",28/07/2025,,"24,640.00","1,636,318.00"
28/07/2025,"PIAPP, OWN BANK DOC KHAG 009. A/C: 194-***-562, SHARIF POULTRY FEED CENTER. Trx.ID 2025072828-2-233308 OL 1",28/07/2025,,"200,000.00","1,836,318.00"
28/07/2025,"PIAPP, OWN BANK DDDDD. A/C: 487-***-**036, MAISHA POULTRY FEED. Trx.ID 2025072828-2-233615 OL 1",28/07/2025,,"60,000.00","1,896,318.00"
28/07/2025,"PIAPP, OWN BANK BUISNESS. A/C: 061-***-**560, RASEL ENTERPRISE. Trx.ID 2025072828-2-237923 OL 1",28/07/2025,,"4,700.00","1,901,018.00"
28/07/2025,"1621-901-37211 TAJIM ENTERPRIS, NETROKONA BRANCH OL 1",28/07/2025,,"60,000.00","1,961,018.00"
28/07/2025,"4266-901-5112 M/S. MITU POULT, PHULTALA BRANCH OL 1",28/07/2025,,"10,000.00","1,971,018.00"
28/07/2025,4205-901-9547 20250728-397153-1 B 1,28/07/2025,,"18,200.00","1,989,218.00"
28/07/2025,"4075-901-4303 M/S RAHIM ENTER, NANDINA BAZAR BRANCH OL 1",28/07/2025,,"10,000.00","1,999,218.00"
28/07/2025,"1459-909-0, CHAWK BAZAR, CO BRANCH OL 1",28/07/2025,,"24,700.00","2,023,918.00"
28/07/2025,"PIAPP, OWN BANK SYLH087. A/C: 356-***-**801, NAZAT AGRO. Trx.ID 2025072828-2-260804 OL 1",28/07/2025,,"20,000.00","2,043,918.00"
28/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 118-***-**476, SHIHAB POULTRY FARM. Trx.ID 2025072828-2-261974 OL 1",28/07/2025,,"64,800.00","2,108,718.00"
28/07/2025,"2178-901-17240 M/S AWUL POULTR, THAKURGAON ROAD BRANCH OL 1",28/07/2025,,"25,000.00","2,133,718.00"
28/07/2025,"2412-901-32555 M/S FORHAD TRAD, DAULATPUR BRANCH OL 1",28/07/2025,,"12,500.00","2,146,218.00"
28/07/2025,"PIAPP, OWN BANK 1235. A/C: 130-***-**990, MOUMITA POULTRY AND FISH FEED. Trx.ID 2025072828-2-268341 OL 1",28/07/2025,,"12,600.00","2,158,818.00"
28/07/2025,"2412-901-42590 M/S TURJO POULT, DAULATPUR BRANCH OL 1",28/07/2025,,"100,000.00","2,258,818.00"
28/07/2025,"4656-909-0, TARKI BANDAR BRANCH OL 1",28/07/2025,,"30,000.00","2,288,818.00"
28/07/2025,"PIAPP, OWN BANK SALAM. A/C: 307-***-**204, SALAM POULTRY & FEED. Trx.ID 2025072828-2-271435 OL 1",28/07/2025,,"35,200.00","2,324,018.00"
28/07/2025,"PIAPP, OWN BANK NUSRAT POULTRY. A/C: 301-***-**161, M/S NUSRAT POULTRY. Trx.ID 2025072828-2-274072 OL 1",28/07/2025,,"22,000.00","2,346,018.00"
28/07/2025,"5054-901-425 CROWN AGRO INDU, SONARGAON JANAP BRANCH OL 1",28/07/2025,,"800,000.00","3,146,018.00"
28/07/2025,"4725-901-7810 M/S FAHAD POULT, RAIPURA BRANCH OL 1",28/07/2025,,"15,000.00","3,161,018.00"
